Date,AQI,PM2.5,Temperature,Humidity,Pressure,VOC,NO2,CO,NH3
2025-06-09T06:27:13.482Z,108,5.274724,29.98308,57.09717,906.81,28.25743,138.9306,0.564837,127.5893
2025-06-09T06:27:44.423Z,106,0.018315,29.9872,57.20822,906.8,28.41516,130.2301,0.571132,119.599
2025-06-09T06:28:15.538Z,107,6.666667,29.98973,57.1826,906.83,28.38476,133.7389,0.588459,122.8214
2025-06-09T06:28:46.462Z,107,22.15751,29.98561,57.13003,906.82,28.33388,134.2014,0.628433,123.2462
2025-06-09T06:29:17.189Z,106,3.904762,29.97612,57.02471,906.82,28.237,132.1557,0.604625,121.3675
2025-06-09T06:29:47.886Z,106,2.959706,29.95935,57.11315,906.8,28.33899,132.4456,0.63082,121.6337
2025-06-09T06:30:18.628Z,106,0,29.9565,57.12573,906.81,28.30336,130.6928,0.515538,120.024
2025-06-09T06:30:49.538Z,106,0,29.95017,57.19626,906.81,28.32891,129.6896,0.522737,119.1027
2025-06-09T06:31:20.258Z,107,1.428573,29.93435,57.04452,906.8,28.2114,133.5876,0.584435,122.6824
2025-06-09T06:31:50.984Z,106,9.930403,29.92612,57.2902,906.78,28.35939,128.2597,0.611511,117.7895
2025-06-09T06:32:21.489Z,107,3.12088,29.93055,57.27136,906.76,28.33901,135.2006,0.629268,124.1638
2025-06-09T06:32:52.104Z,107,7.311354,29.93308,57.24573,906.76,28.32882,135.4399,0.604625,124.3836
2025-06-09T06:33:22.539Z,107,11.60073,29.9277,57.14746,906.74,28.26255,137.9465,0.587088,126.6855
2025-06-09T06:33:53.059Z,106,0.904761,29.92043,57.32187,906.74,28.3237,131.3898,0.580415,120.6641
2025-06-09T06:34:24.060Z,108,11.01832,29.92961,57.41427,906.73,28.3797,138.4298,0.637587,127.1294
2025-06-09T06:34:55.007Z,108,8.681319,29.93403,57.3824,906.76,28.43536,138.8133,0.598472,127.4816
2025-06-09T06:35:25.824Z,107,1.970696,29.93562,57.25261,906.72,28.35939,133.5708,0.587088,122.6671
2025-06-09T06:35:56.326Z,106,0,29.93498,57.28502,906.71,28.36945,132.3617,0.616902,121.5567
2025-06-09T06:36:27.032Z,106,2.516483,29.92612,57.16023,906.72,28.2625,129.3626,0.635113,118.8024
2025-06-09T06:36:57.743Z,106,10.89744,29.92106,57.31546,906.69,28.41516,129.9326,0.615593,119.3259
2025-06-09T06:37:28.330Z,105,25.0989,29.92612,57.37474,906.69,28.45559,127.3266,0.588442,116.9325
2025-06-09T06:37:59.242Z,105,0,29.92929,57.31018,906.69,28.3797,124.6171,0.568581,114.4443
2025-06-09T06:38:30.123Z,106,14.52381,29.92612,57.41376,906.67,28.51105,128.8088,0.632893,118.2937
2025-06-09T06:39:00.888Z,106,14.58242,29.9334,57.31078,906.67,28.44547,127.7709,0.611548,117.3406
2025-06-09T06:39:31.868Z,106,7.109891,29.93878,57.31158,906.66,28.39489,129.0961,0.63405,118.5576
2025-06-09T06:40:02.915Z,105,13.33333,29.93878,57.38311,906.64,28.45554,126.4151,0.615881,116.0955
2025-06-09T06:40:33.474Z,106,11.52015,29.94732,57.37137,906.63,28.44545,128.1501,0.614242,117.6889
2025-06-09T06:41:04.127Z,106,6.725275,29.95334,57.34624,906.61,28.44547,128.3638,0.544731,117.8851
2025-06-09T06:41:34.928Z,106,0.985349,29.95998,57.33421,906.6,28.41009,130.9948,0.629775,120.3014
2025-06-09T06:42:05.570Z,106,0,29.95872,57.28202,906.6,28.37962,132.3372,0.618406,121.5342
2025-06-09T06:42:36.413Z,106,3.483517,29.96283,57.40618,906.58,28.50103,131.1131,0.610047,120.41
2025-06-09T06:43:07.022Z,106,12.48718,29.96726,57.43286,906.58,28.57136,129.6124,0.596497,119.0318
2025-06-09T06:43:38.700Z,106,5.07326,29.97676,57.40174,906.57,28.56642,130.7966,0.61688,120.1193
2025-06-09T06:44:09.212Z,106,23.12454,29.97581,57.27155,906.54,28.43038,128.8866,0.593881,118.3652
2025-06-09T06:44:39.984Z,106,8.802197,29.98688,57.40324,906.55,28.48585,129.7462,0.571673,119.1547
2025-06-09T06:45:11.562Z,106,1.227106,29.99669,57.32664,906.54,28.52618,131.8096,0.631197,121.0497
2025-06-09T06:45:42.048Z,105,0,29.97802,56.94709,906.54,28.28303,126.6974,0.5698,116.3548
2025-06-09T06:46:12.551Z,106,0,29.97865,57.14848,906.53,28.38476,127.6157,0.593881,117.1981
2025-06-09T06:46:43.198Z,106,0.058607,29.96758,57.15335,906.54,28.38976,129.759,0.581766,119.1664
2025-06-09T06:47:13.635Z,106,7.996337,29.95619,57.15167,906.54,28.36444,128.962,0.610165,118.4345
2025-06-09T06:47:44.529Z,106,12.52747,29.95808,57.22992,906.53,28.42023,131.4711,0.622505,120.7387
2025-06-09T06:48:15.032Z,107,2.032967,29.94859,57.09858,906.51,28.32377,133.4647,0.659974,122.5696
2025-06-09T06:48:45.669Z,106,4.853479,29.95049,57.22879,906.49,28.47068,131.5412,0.554588,120.8031
2025-06-09T06:49:16.262Z,106,14.48352,29.95302,57.22267,906.5,28.44543,132.233,0.581842,121.4385
2025-06-09T06:49:47.101Z,106,0,29.94321,57.16274,906.47,28.31873,130.6943,0.589768,120.0253
2025-06-09T06:50:17.500Z,106,6.787546,29.94004,57.24677,906.47,28.47076,130.688,0.587096,120.0196
2025-06-09T06:50:48.235Z,106,32.5348,29.94701,57.22179,906.46,28.46568,131.6039,0.581752,120.8607
2025-06-09T06:51:18.778Z,106,5.498169,29.95492,57.13849,906.47,28.41009,131.4008,0.592451,120.6742
2025-06-09T06:51:49.230Z,106,9.366299,29.95682,57.10629,906.43,28.42023,132.1557,0.608687,121.3675
2025-06-09T06:52:20.306Z,106,9.648352,29.9546,56.98259,906.42,28.31866,130.3723,0.620434,119.7297
2025-06-09T06:52:50.922Z,107,19.01465,29.94004,56.88311,906.4,28.20111,135.5135,0.63067,124.4512
2025-06-09T06:53:21.600Z,106,0,29.93752,57.02552,906.38,28.31865,128.5371,0.588431,118.0443
2025-06-09T06:53:52.172Z,107,2.435897,29.93593,57.02528,906.38,28.36444,134.7701,0.610165,123.7684
2025-06-09T06:54:22.857Z,107,3.000001,29.93119,56.98563,906.38,28.27271,134.2691,0.573779,123.3084
2025-06-09T06:54:53.418Z,107,26.99268,29.92929,57.03729,906.39,28.28807,133.3332,0.67996,122.4488
2025-06-09T06:55:23.998Z,107,0.985349,29.92675,57.06289,906.41,28.35424,134.7063,0.63826,123.7099
2025-06-09T06:55:54.525Z,106,8.901098,29.92454,56.99114,906.39,28.25232,132.5025,0.599225,121.686
2025-06-09T06:56:25.221Z,107,5.417583,29.91473,56.84695,906.37,28.12922,132.8561,0.60193,122.0107
2025-06-09T06:56:56.040Z,106,0,29.9084,57.01474,906.36,28.32882,131.8899,0.509696,121.1234
2025-06-09T06:57:26.578Z,107,0,29.91441,57.02212,906.33,28.3136,133.0587,0.559287,122.1967
2025-06-09T06:57:57.799Z,107,14.90476,29.92043,56.89969,906.33,28.2319,135.3961,0.607381,124.3434
2025-06-09T06:58:28.936Z,139,51.08791,29.92296,56.95197,906.34,28.29318,133.6567,0.629775,122.7459
2025-06-09T06:58:59.885Z,106,0,29.91853,56.81508,906.32,28.12923,132.3013,0.583233,121.5012
2025-06-09T06:59:30.462Z,106,4.428574,29.90745,56.82642,906.32,28.2165,131.5369,0.579148,120.7992
2025-06-09T07:00:01.408Z,107,0.179489,29.91441,56.9572,906.31,28.35938,137.0063,0.49921,125.8221
2025-06-09T07:00:32.305Z,108,35.89744,29.91853,56.91888,906.32,28.32891,138.0046,0.591108,126.7389
2025-06-09T07:01:03.274Z,107,0,29.92391,56.96508,906.32,28.3797,137.689,0.606035,126.4491
2025-06-09T07:01:33.746Z,107,0.260074,29.92707,56.95258,906.31,28.34413,137.6368,0.575251,126.4011
2025-06-09T07:02:04.278Z,108,1.589743,29.92961,56.96593,906.31,28.30334,138.5022,0.579122,127.1958
2025-06-09T07:02:34.796Z,108,0,29.92992,56.93353,906.3,28.28294,139.242,0.583092,127.8753
2025-06-09T07:03:05.297Z,107,16.63736,29.92264,56.87406,906.3,28.17541,136.688,0.596508,125.5298
2025-06-09T07:03:35.809Z,107,10.21246,29.90112,56.90334,906.32,28.19092,134.6026,0.595187,123.6146
2025-06-09T07:04:06.342Z,107,2.798535,29.90334,56.9426,906.32,28.26255,137.3784,0.616371,126.1638
2025-06-09T07:04:36.838Z,108,0.300367,29.90524,56.94937,906.3,28.25743,140.0865,0.581744,128.6509
2025-06-09T07:05:07.354Z,108,0,29.90112,56.90334,906.31,28.2779,139.5394,0.577749,128.1485
2025-06-09T07:05:38.306Z,108,0,29.90777,56.94325,906.29,28.30848,142.1347,0.560635,130.5319
2025-06-09T07:06:08.979Z,108,5.014653,29.90555,56.88453,906.27,28.22679,142.5975,0.645277,130.9569
2025-06-09T07:06:39.510Z,108,37.91209,29.89828,56.90291,906.29,28.20631,140.7912,0.607358,129.298
2025-06-09T07:07:10.278Z,108,14.0989,29.90397,56.89078,906.27,28.28807,139.1517,0.60193,127.7924
2025-06-09T07:07:40.852Z,109,14.42125,29.90587,56.89106,906.27,28.27279,144.5762,0.618366,132.7741
2025-06-09T07:08:11.280Z,109,2.194141,29.91125,56.96323,906.25,28.27279,143.4276,0.595145,131.7193
2025-06-09T07:08:41.827Z,107,0,29.91157,57.10611,906.29,28.36438,133.1549,0.671681,122.2851
2025-06-09T07:09:12.321Z,107,9.666666,29.92106,56.8868,906.23,28.2063,133.3889,0.673274,122.5
2025-06-09T07:09:42.830Z,106,20.4652,29.9429,56.87703,906.23,28.31864,130.9774,0.697365,120.2854
2025-06-09T07:10:13.341Z,106,5.054946,29.94764,56.6832,906.23,28.10351,129.1078,0.664265,118.5684
2025-06-09T07:10:43.862Z,106,11.7619,29.95777,56.78193,906.21,28.18574,128.5141,0.687309,118.0232
2025-06-09T07:11:14.268Z,107,18.69231,29.96821,56.82238,906.2,28.31873,133.3274,0.724186,122.4435
2025-06-09T07:11:45.194Z,106,3.322343,29.97676,56.80417,906.2,28.38477,130.8946,0.629296,120.2093
2025-06-09T07:12:15.608Z,106,31.24542,29.98214,56.70121,906.19,28.24206,132.5466,0.603988,121.7264
2025-06-09T07:12:46.302Z,106,3.322343,29.99796,56.84621,906.2,28.44543,131.8145,0.675675,121.0541
2025-06-09T07:13:17.021Z,107,0.421245,30.01125,56.79626,906.2,28.44543,133.6665,0.674664,122.755
2025-06-09T07:13:47.541Z,116,41.73993,30.02106,56.77825,906.19,28.43029,133.3318,0.697331,122.4476
2025-06-09T07:14:18.101Z,107,4.168497,30.03593,56.77395,906.18,28.47576,134.2063,0.62766,123.2506
2025-06-09T07:14:48.596Z,107,14.74359,30.03498,56.44335,906.16,28.21645,135.6547,0.779195,124.5808
2025-06-09T07:15:19.108Z,107,10.23077,30.02865,56.48127,906.17,28.2625,134.8715,0.762466,123.8616
2025-06-09T07:15:49.805Z,107,0,30.02612,56.36438,906.14,28.18065,136.1036,0.736927,124.9931
2025-06-09T07:16:20.733Z,107,5.820514,30.02137,56.31192,906.16,28.12923,134.4698,0.750548,123.4927
2025-06-09T07:16:51.267Z,107,4.468863,30.0103,56.36207,906.14,28.18065,135.3883,0.714874,124.3362
2025-06-09T07:17:21.752Z,107,5.981685,30.0065,56.47803,906.12,28.26767,133.9944,0.800921,123.0561
2025-06-09T07:17:52.190Z,107,4.853479,29.99194,56.39175,906.11,28.16521,137.8469,0.840929,126.5941
2025-06-09T07:18:22.792Z,107,1.307691,29.99511,56.67719,906.09,28.39995,132.7184,0.694348,121.8843
2025-06-09T07:18:53.352Z,107,3.805862,30.00144,56.66516,906.1,28.44553,133.5999,0.728019,122.6938
2025-06-09T07:19:24.058Z,107,17.24176,30.01505,56.73846,906.09,28.50604,137.1918,0.823414,125.9925
2025-06-09T07:19:54.485Z,107,11.92308,30.02581,56.62985,906.06,28.40502,137.1939,0.718774,125.9944
2025-06-09T07:20:24.842Z,107,36.98535,30.03055,56.55927,906.05,28.39489,135.0427,0.681721,124.0188
2025-06-09T07:20:55.385Z,107,17.74725,30.03941,56.58001,905.99,28.39995,136.5576,0.707444,125.41
2025-06-09T07:21:26.004Z,108,11.56044,30.05334,56.82191,905.98,28.60145,138.7443,0.730985,127.4182
2025-06-09T07:21:56.422Z,109,0.74359,30.06663,56.73954,905.98,28.57638,146.2785,0.76959,134.3374
2025-06-09T07:22:27.165Z,109,11.39927,30.0777,56.63097,905.99,28.55135,145.8194,0.707536,133.9158
2025-06-09T07:22:57.655Z,109,0,30.08909,56.63913,905.99,28.55136,144.654,0.681402,132.8455
2025-06-09T07:23:28.166Z,110,2.87912,30.09416,56.51676,905.98,28.47577,148.6032,0.7534,136.4723
2025-06-09T07:23:58.760Z,109,1.710622,30.09985,56.39457,905.96,28.35938,143.3782,0.700269,131.6739
2025-06-09T07:24:29.226Z,108,5.435895,30.09131,56.19276,905.96,28.10867,140.4669,0.697331,129.0002
2025-06-09T07:24:59.692Z,108,17.06227,30.09099,56.44506,905.94,28.40503,139.6619,0.734881,128.2609
2025-06-09T07:25:30.430Z,108,15.8315,30.09289,56.45829,905.96,28.43537,138.9961,0.685688,127.6494
2025-06-09T07:26:01.122Z,108,9.747254,30.09131,56.23803,905.94,28.33396,141.2591,0.681377,129.7277
2025-06-09T07:26:31.775Z,108,8.03663,30.08783,56.45107,905.94,28.51608,138.8747,0.710497,127.538
2025-06-09T07:27:02.493Z,108,2.516483,30.09637,56.44585,905.93,28.49594,141.5021,0.703144,129.9509
2025-06-09T07:27:33.520Z,108,4.087911,30.10776,56.45399,905.92,28.51105,138.3825,0.674278,127.086
2025-06-09T07:28:04.037Z,108,35.67765,30.11473,56.12505,905.93,28.35939,139.0747,0.729053,127.7216
2025-06-09T07:28:34.537Z,108,10.51282,30.12327,56.3721,905.92,28.51098,142.2583,0.688586,130.6454
2025-06-09T07:29:05.109Z,107,11.88278,30.12675,56.12033,905.87,28.33388,137.0698,0.704997,125.8804
2025-06-09T07:29:35.745Z,107,1.79121,30.13688,56.20587,905.87,28.41008,136.361,0.694604,125.2295
2025-06-09T07:30:06.194Z,106,9.849817,30.13972,56.29684,905.88,28.48085,131.1989,0.662964,120.4888
2025-06-09T07:30:37.069Z,108,9.084249,30.13213,55.68203,905.85,28.12923,139.9358,0.703065,128.5125
2025-06-09T07:31:08.065Z,108,10.77656,30.13181,55.66263,905.84,28.13948,140.3845,0.680063,128.9245
2025-06-09T07:31:38.477Z,107,11.52015,30.13498,56.06337,905.83,28.40503,137.5739,0.672805,126.3434
2025-06-09T07:32:09.164Z,107,12.00366,30.13435,56.17316,905.82,28.47069,137.3833,0.687127,126.1683
2025-06-09T07:32:40.140Z,107,22.64103,30.14194,56.13548,905.83,28.44044,135.845,0.729621,124.7556
2025-06-09T07:33:10.804Z,108,38.71795,30.14479,55.75483,905.8,28.26256,136.5576,0.707664,125.41
2025-06-09T07:33:41.194Z,107,18.69231,30.15302,55.99492,905.79,28.39995,134.9704,0.727319,123.9524
2025-06-09T07:34:12.086Z,107,4.531135,30.15586,56.00179,905.77,28.4253,135.1351,0.692971,124.1037
2025-06-09T07:34:43.246Z,107,9.608058,30.16694,55.88068,905.75,28.41008,136.6421,0.728752,125.4876
2025-06-09T07:35:13.904Z,107,3.241758,30.16947,55.88106,905.73,28.3797,137.2183,0.711088,126.0168
2025-06-09T07:35:44.667Z,107,4.128204,30.17517,55.7786,905.71,28.31873,134.4949,0.679943,123.5157
2025-06-09T07:36:15.292Z,107,27.83883,30.17675,55.70785,905.7,28.32377,134.5396,0.726855,123.5568
2025-06-09T07:36:45.905Z,107,9.706959,30.18055,55.74065,905.68,28.39995,136.7425,0.731627,125.5798
2025-06-09T07:37:16.297Z,108,2.87912,30.17517,55.43041,905.67,28.17556,138.2484,0.6238,126.9628
2025-06-09T07:37:47.003Z,108,13.83883,30.17549,55.52711,905.67,28.26256,142.8495,0.697251,131.1884
2025-06-09T07:38:17.717Z,108,8.600734,30.1758,55.69481,905.67,28.4253,140.5035,0.73734,129.0338
2025-06-09T07:38:48.497Z,108,1.750914,30.17454,55.64301,905.63,28.37457,140.4423,0.687138,128.9776
2025-06-09T07:39:19.238Z,108,13.13187,30.1796,55.61151,905.63,28.34405,142.4253,0.736953,130.7988
2025-06-09T07:39:49.794Z,109,13.05128,30.18213,55.51517,905.63,28.30338,144.4957,0.740643,132.7001
2025-06-09T07:40:20.261Z,108,22.58242,30.18308,55.45732,905.63,28.25744,142.1397,0.669833,130.5365
2025-06-09T07:40:50.831Z,108,15.7326,30.18878,55.47748,905.64,28.28806,142.0137,0.707718,130.4207
2025-06-09T07:41:21.183Z,108,7.772892,30.18466,55.38669,905.65,28.21658,141.9037,0.706134,130.3197
2025-06-09T07:41:51.730Z,109,8.560438,30.18814,55.41296,905.64,28.28806,144.6579,0.678521,132.8491
2025-06-09T07:42:22.212Z,109,2.758242,30.19194,55.45216,905.63,28.31864,144.3107,0.680319,132.5302
2025-06-09T07:42:52.748Z,108,0.824175,30.19416,55.53625,905.63,28.37963,142.0243,0.668579,130.4305
2025-06-09T07:43:23.194Z,109,7.391943,30.19574,55.56872,905.62,28.41008,143.6543,0.701743,131.9274
2025-06-09T07:43:53.707Z,151,56.60805,30.19985,55.48552,905.61,28.30344,141.3819,0.638975,129.8405
2025-06-09T07:44:24.222Z,108,10.31136,30.19954,55.33088,905.61,28.19601,138.7925,0.668579,127.4625
2025-06-09T07:44:54.807Z,107,0.300367,30.19352,55.45884,905.61,28.33394,137.133,0.632035,125.9385
2025-06-09T07:45:25.335Z,108,3.322343,30.19099,55.44558,905.59,28.29319,139.8068,0.688266,128.394
2025-06-09T07:45:56.054Z,108,31.84981,30.19131,55.41986,905.57,28.25743,139.4225,0.641771,128.0411
2025-06-09T07:46:26.588Z,108,6.747252,30.18783,55.48379,905.6,28.35938,140.562,0.681516,129.0875
2025-06-09T07:47:00.277Z,107,27.35531,30.18814,55.40007,905.57,28.31864,133.5983,0.654628,122.6923
2025-06-09T07:47:30.812Z,107,23.42857,30.17359,55.34644,905.56,28.34918,135.301,0.607409,124.256
2025-06-09T07:48:01.484Z,107,19.9011,30.17992,55.36668,905.56,28.26767,136.2301,0.667656,125.1093
2025-06-09T07:48:32.398Z,107,3.967033,30.18118,55.43772,905.55,28.30848,136.7515,0.630873,125.5881
2025-06-09T07:49:02.977Z,107,4.450549,30.18023,55.38605,905.56,28.30848,137.4967,0.632035,126.2724
2025-06-09T07:49:33.423Z,107,1.589743,30.18118,55.44416,905.55,28.35939,136.3023,0.620993,125.1756
2025-06-09T07:50:04.149Z,107,9.545787,30.18878,55.47748,905.55,28.35424,137.741,0.651594,126.4969
2025-06-09T07:50:34.704Z,107,23.28572,30.19131,55.52295,905.53,28.42522,137.2113,0.665885,126.0104
2025-06-09T07:51:05.176Z,107,4.468863,30.18087,55.38614,905.54,28.27791,136.1097,0.615526,124.9987
2025-06-09T07:51:35.687Z,107,17.60439,30.18561,55.47057,905.53,28.35939,136.2344,0.625222,125.1132
2025-06-09T07:52:06.205Z,107,4.611723,30.18751,55.39998,905.5,28.34413,136.5406,0.575382,125.3944
2025-06-09T07:52:36.719Z,107,0,30.18308,55.30275,905.47,28.27791,133.2644,0.61688,122.3857
2025-06-09T07:53:07.279Z,107,11.21978,30.17675,55.28252,905.48,28.22169,134.1356,0.637666,123.1857
2025-06-09T07:53:38.370Z,107,8.641026,30.17232,55.39135,905.47,28.30848,135.8501,0.597191,124.7603
2025-06-09T07:54:08.792Z,107,3.483517,30.17359,55.37864,905.46,28.32882,134.0491,0.654628,123.1064
2025-06-09T07:54:39.324Z,107,7.732603,30.17643,55.46925,905.45,28.38983,134.9364,0.632086,123.9212
2025-06-09T07:55:09.778Z,107,1.307691,30.17801,55.41149,905.45,28.35938,134.4743,0.615712,123.4968
2025-06-09T07:55:40.207Z,107,3.904762,30.18055,55.39898,905.44,28.32891,134.8019,0.630655,123.7977
2025-06-09T07:56:10.941Z,107,34.38828,30.17454,55.49474,905.42,28.34918,133.9971,0.588442,123.0586
2025-06-09T07:56:41.373Z,107,6.868131,30.17897,55.50183,905.41,28.39998,134.3367,0.588795,123.3705
2025-06-09T07:57:11.779Z,107,19.05494,30.18371,55.61856,905.43,28.48076,136.4307,0.610205,125.2935
2025-06-09T07:57:42.539Z,107,14.28205,30.19162,55.66484,905.41,28.55638,135.0655,0.639255,124.0397
2025-06-09T07:58:13.021Z,107,32.15018,30.2008,55.71778,905.4,28.49085,134.6722,0.653011,123.6785
2025-06-09T07:58:43.580Z,107,30.49817,30.20365,55.49895,905.39,28.27279,136.2344,0.647362,125.1132
2025-06-09T07:59:14.073Z,107,4.589745,30.20333,55.59561,905.39,28.43029,134.9656,0.646206,123.948
2025-06-09T07:59:44.559Z,107,2.194141,30.20745,55.64779,905.36,28.44034,135.2915,0.627092,124.2474
2025-06-09T08:00:15.163Z,108,3.000001,30.21029,55.6611,905.37,28.45051,138.1308,0.64677,126.8548
2025-06-09T08:00:48.598Z,104,1.589743,30.2008,55.96956,905.38,28.57138,119.3514,0.496844,109.6084
2025-06-09T08:01:19.165Z,105,10.61539,30.20428,55.80219,905.34,28.63142,125.4558,0.571348,115.2145
2025-06-09T08:01:50.001Z,104,0,30.22074,55.65617,905.31,28.45559,121.7135,0.556682,111.7777
2025-06-09T08:02:21.028Z,106,0,30.23245,55.67076,905.28,28.48585,127.8652,0.597851,117.4272
2025-06-09T08:02:51.741Z,105,3.322343,30.23118,55.28393,905.26,28.25232,125.0977,0.57649,114.8856
2025-06-09T08:03:22.296Z,106,0,30.22896,55.63155,905.24,28.53119,129.2322,0.604613,118.6827
2025-06-09T08:03:52.745Z,106,10.13187,30.23593,55.58743,905.23,28.54123,127.8949,0.604664,117.4545
2025-06-09T08:04:23.773Z,115,41.45787,30.23339,55.34219,905.2,28.35938,127.3968,0.584511,116.997
2025-06-09T08:04:54.455Z,106,4.369964,30.23339,55.52903,905.2,28.49595,128.8147,0.601981,118.2992
2025-06-09T08:05:24.995Z,106,3.703299,30.23973,55.51706,905.18,28.47076,127.6263,0.593797,117.2078
2025-06-09T08:05:55.635Z,106,22.92308,30.23783,55.39436,905.18,28.39489,130.0509,0.62694,119.4345
2025-06-09T08:06:26.177Z,106,4.531135,30.23846,55.62648,905.16,28.54625,129.0298,0.600587,118.4968
2025-06-09T08:06:56.700Z,128,46.5348,30.24511,55.57586,905.17,28.53119,129.4691,0.651719,118.9002
2025-06-09T08:07:27.190Z,106,3.92674,30.25365,55.58355,905.2,28.51606,130.4786,0.625191,119.8273
2025-06-09T08:07:57.591Z,107,12.99268,30.25871,55.58428,905.17,28.59642,132.7191,0.648838,121.8849
2025-06-09T08:08:28.219Z,106,7.109891,30.26251,55.58482,905.17,28.58645,131.4676,0.617105,120.7356
2025-06-09T08:08:58.739Z,107,16.17583,30.26219,55.41076,905.17,28.44035,133.7387,0.664364,122.8212
2025-06-09T08:09:29.519Z,107,25.62271,30.26377,55.52053,905.18,28.59148,133.857,0.674221,122.9299
2025-06-09T08:10:00.383Z,107,19.37729,30.2701,55.62462,905.17,28.68637,133.5841,0.66939,122.6793
2025-06-09T08:10:31.140Z,106,10.67399,30.26725,55.46304,905.15,28.57123,131.5396,0.608786,120.8017
2025-06-09T08:11:01.657Z,106,7.087912,30.27105,55.54093,905.2,28.64147,131.6101,0.636914,120.8664
2025-06-09T08:11:32.150Z,107,10.09157,30.26283,55.15978,905.13,28.42023,133.2395,0.62292,122.3628
2025-06-09T08:12:02.773Z,106,31.84981,30.26283,55.21125,905.15,28.49085,132.303,0.588431,121.5027
2025-06-09T08:12:33.511Z,106,2.798535,30.25681,55.17821,905.15,28.47069,132.4373,0.60601,121.6261
2025-06-09T08:13:04.085Z,106,0.0989,30.24953,54.98422,905.12,28.3695,132.6466,0.636292,121.8183
2025-06-09T08:13:34.649Z,106,10.83516,30.25745,55.01108,905.12,28.39995,132.3468,0.612933,121.5429
2025-06-09T08:14:05.233Z,107,23.68864,30.26915,55.25077,905.12,28.63641,133.4801,0.606035,122.5837
2025-06-09T08:14:35.643Z,107,0,30.27105,55.206,905.1,28.62142,134.8385,0.572461,123.8313
2025-06-09T08:15:06.141Z,107,12.06593,30.28118,55.06592,905.07,28.52609,134.4891,0.650155,123.5104
2025-06-09T08:15:36.779Z,107,0,30.28276,55.02114,905.07,28.51608,135.0638,0.58711,124.0381
2025-06-09T08:16:07.172Z,107,11.47985,30.29415,55.26726,905.06,28.72128,135.7161,0.590046,124.6372
2025-06-09T08:16:37.690Z,132,48.42857,30.2989,54.86279,905.03,28.43031,135.3686,0.620747,124.3181
2025-06-09T08:17:08.990Z,107,0,30.30238,54.80546,905.03,28.44543,132.7191,0.580426,121.8849
2025-06-09T08:17:39.687Z,107,16.27472,30.30618,54.91522,905.02,28.63145,133.9971,0.611511,123.0586
2025-06-09T08:18:10.378Z,106,0,30.31472,55.06431,905.04,28.73124,131.6948,0.573905,120.9442
2025-06-09T08:18:41.431Z,107,6.989012,30.32105,55.18747,905.02,28.81051,134.8385,0.571348,123.8313
2025-06-09T08:19:11.943Z,107,7.934063,30.32801,54.95049,905.01,28.66641,134.8699,0.595862,123.8602
2025-06-09T08:19:42.415Z,107,0.985349,30.33371,55.09277,905.02,28.7709,135.4599,0.573905,124.402
2025-06-09T08:20:12.923Z,123,44.8022,30.3432,55.04912,905,28.73623,132.4441,0.58979,121.6323
2025-06-09T08:20:43.472Z,107,12.12454,30.35428,55.09574,905.01,28.81061,135.1342,0.63826,124.1028
2025-06-09T08:21:14.062Z,107,7.472528,30.36599,54.9688,905.02,28.81051,134.6728,0.603321,123.6791
2025-06-09T08:21:44.468Z,107,0,30.36915,54.73797,905.02,28.59139,133.9287,0.571146,122.9958
2025-06-09T08:22:14.998Z,107,1.79121,30.37928,54.81007,905.01,28.72626,133.4674,0.585764,122.5721
2025-06-09T08:22:45.701Z,107,5.65934,30.38529,54.92658,905,28.81551,135.068,0.58711,124.0421
2025-06-09T08:23:16.293Z,107,2.47619,30.38972,54.96579,904.99,28.88959,134.4534,0.557983,123.4776
2025-06-09T08:23:46.722Z,107,0.74359,30.39099,54.81816,904.98,28.76099,134.1868,0.618304,123.2328
2025-06-09T08:24:17.257Z,107,12.8315,30.3894,54.93361,904.96,28.8699,137.9433,0.614321,126.6826
2025-06-09T08:25:47.673Z,111,25.68498,30.39194,54.31149,904.87,30.35781,156.648,0.657277,143.8604
2025-06-09T08:26:18.542Z,110,2.919413,30.36884,53.96256,904.86,28.98292,153.528,0.655883,140.9951
2025-06-10T06:23:34.223Z,109,5.336995,28.63027,59.08754,904,38.41984,144.2952,0.713142,132.516
2025-06-10T06:24:05.601Z,108,15.53114,28.71255,59.13918,903.97,36.31052,142.0191,0.710642,130.4258
2025-06-10T06:24:36.121Z,109,32.10989,28.76951,58.8989,903.96,35.39323,143.7213,0.738624,131.9889
2025-06-10T06:25:06.594Z,108,0.783883,28.80337,58.26359,903.93,34.74422,141.7309,0.687138,130.1611
2025-06-10T06:25:36.923Z,108,13.39561,28.86571,57.58241,903.96,34.25918,140.0226,0.693459,128.5922
2025-06-10T06:26:07.462Z,108,17.80586,28.91412,57.07647,903.95,33.73798,141.0354,0.747421,129.5222
2025-06-10T06:26:38.119Z,108,16.19414,28.9309,56.81317,903.94,33.45995,142.0717,0.797929,130.474
2025-06-10T06:27:08.643Z,107,0,28.95115,56.68013,903.93,33.23896,134.4746,0.710839,123.4971
2025-06-10T06:27:39.384Z,107,13.27472,28.97868,56.60647,903.92,32.99941,135.5164,0.63619,124.4538
2025-06-10T06:28:10.194Z,107,9.989011,29.0002,55.7701,903.93,32.74086,135.3858,0.650438,124.3339
